FPR,TPR
0.0,0.0
0.007246376811594203,0.0
0.007246376811594203,0.008928571428571428
0.014492753623188406,0.008928571428571428
0.014492753623188406,0.017857142857142856
0.021739130434782608,0.017857142857142856
0.021739130434782608,0.03571428571428571
0.028985507246376812,0.03571428571428571
0.028985507246376812,0.044642857142857144
0.036231884057971016,0.044642857142857144
0.036231884057971016,0.0625
0.043478260869565216,0.0625
0.043478260869565216,0.09821428571428571
0.050724637681159424,0.09821428571428571
0.050724637681159424,0.10714285714285714
0.057971014492753624,0.10714285714285714
0.057971014492753624,0.16071428571428573
0.07971014492753623,0.16071428571428573
0.07971014492753623,0.19642857142857142
0.09420289855072464,0.19642857142857142
0.09420289855072464,0.20535714285714285
0.10144927536231885,0.20535714285714285
0.10144927536231885,0.21428571428571427
0.11594202898550725,0.21428571428571427
0.11594202898550725,0.22321428571428573
0.13768115942028986,0.22321428571428573
0.13768115942028986,0.23214285714285715
0.14492753623188406,0.23214285714285715
0.14492753623188406,0.24107142857142858
0.15217391304347827,0.24107142857142858
0.15217391304347827,0.25
0.1956521739130435,0.25
0.1956521739130435,0.25892857142857145
0.21014492753623187,0.25892857142857145
0.21014492753623187,0.26785714285714285
0.2246376811594203,0.26785714285714285
0.2246376811594203,0.2767857142857143
0.2608695652173913,0.2767857142857143
0.2608695652173913,0.2857142857142857
0.2753623188405797,0.2857142857142857
0.2753623188405797,0.30357142857142855
0.2898550724637681,0.30357142857142855
0.2898550724637681,0.32142857142857145
0.30434782608695654,0.32142857142857145
0.30434782608695654,0.3392857142857143
0.3188405797101449,0.3392857142857143
0.3188405797101449,0.3482142857142857
0.3333333333333333,0.3482142857142857
0.3333333333333333,0.35714285714285715
0.34782608695652173,0.35714285714285715
0.34782608695652173,0.36607142857142855
0.35507246376811596,0.36607142857142855
0.35507246376811596,0.39285714285714285
0.36231884057971014,0.39285714285714285
0.36231884057971014,0.4017857142857143
0.38405797101449274,0.4017857142857143
0.38405797101449274,0.4107142857142857
0.42028985507246375,0.4107142857142857
0.42028985507246375,0.4375
0.4420289855072464,0.4375
0.4420289855072464,0.4732142857142857
0.4492753623188406,0.4732142857142857
0.4492753623188406,0.5
0.463768115942029,0.5
0.463768115942029,0.5089285714285714
0.47101449275362317,0.5089285714285714
0.47101449275362317,0.5357142857142857
0.4782608695652174,0.5357142857142857
0.4927536231884058,0.5535714285714286
0.5217391304347826,0.5535714285714286
0.5217391304347826,0.5625
0.5289855072463768,0.5625
0.5289855072463768,0.5892857142857143
0.5362318840579711,0.5892857142857143
0.5362318840579711,0.5982142857142857
0.5507246376811594,0.5982142857142857
0.5507246376811594,0.625
0.5579710144927537,0.625
0.5579710144927537,0.6339285714285714
0.6159420289855072,0.6339285714285714
0.6159420289855072,0.6517857142857143
0.6231884057971014,0.6517857142857143
0.6231884057971014,0.6607142857142857
0.644927536231884,0.6607142857142857
0.644927536231884,0.6696428571428571
0.6521739130434783,0.6696428571428571
0.6521739130434783,0.6785714285714286
0.6739130434782609,0.6785714285714286
0.6739130434782609,0.6875
0.6811594202898551,0.6875
0.6811594202898551,0.7053571428571429
0.6956521739130435,0.7053571428571429
0.6956521739130435,0.7232142857142857
0.7028985507246377,0.7232142857142857
0.7028985507246377,0.7410714285714286
0.7391304347826086,0.7410714285714286
0.7391304347826086,0.7678571428571429
0.7463768115942029,0.7678571428571429
0.7463768115942029,0.7767857142857143
0.782608695652174,0.7767857142857143
0.782608695652174,0.8214285714285714
0.7971014492753623,0.8214285714285714
0.7971014492753623,0.8303571428571429
0.8115942028985508,0.8303571428571429
0.8115942028985508,0.8392857142857143
0.855072463768116,0.8392857142857143
0.855072463768116,0.8571428571428571
0.8623188405797102,0.8571428571428571
0.8623188405797102,0.8660714285714286
0.8695652173913043,0.8660714285714286
0.8695652173913043,0.8839285714285714
0.8840579710144928,0.8839285714285714
0.8840579710144928,0.8928571428571429
0.8985507246376812,0.8928571428571429
0.8985507246376812,0.9017857142857143
0.9130434782608695,0.9017857142857143
0.9130434782608695,0.9196428571428571
0.9492753623188406,0.9196428571428571
0.9492753623188406,0.9285714285714286
0.9565217391304348,0.9285714285714286
0.9565217391304348,0.9910714285714286
0.9855072463768116,0.9910714285714286
0.9855072463768116,1.0
1.0,1.0
